,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
0,460123390028_10158799802260029,2017-06-04 08:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158799802260029/,"2017 est une année très spéciale pour le Canada. Afin de souligner l’anniversaire de la Confédération, le Canada a l’honneur d’être l’hôte de la #JournéeMondialeDelEnvironnement. Le thème de cette année est « Rapprocher les gens de la nature ». Saisissons donc cette occasion de profiter du patrimoine naturel de notre pays!","est une année très spéciale pour le Canada. Afin de souligner l’anniversaire de la Confédération, le Canada a l’honneur d’être l’hôte de la éeMondialeDelEnvironnement. Le thème de cette année est « Rapprocher les gens de la nature ». Saisissons donc cette occasion de profiter du patrimoine naturel de notre pays!",['#Journ'],Environmental,35,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
1,460123390028_10158791655420029,2017-06-02 15:30:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158791655420029/,Consultez le programme de la #JournéeMondialeDelEnvironnement. Vous ne voudrez rien manquer. http://ow.ly/GXxU30cgU0H,Consultez le programme de la éeMondialeDelEnvironnement. Vous ne voudrez rien manquer.,['#Journ'],Economical,14,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
2,460123390028_10158799859605029,2017-06-04 10:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158799859605029/,"Avez-vous un compte Instagram? Découvrez les coulisses des festivités de la Journée mondiale de l’environnement grâce aux récits Instagram d’Environnement et Changement climatique Canada! www.instagram.com/environnementcan
#JMECan",Avez-vous un compte Instagram? Découvrez les coulisses des festivités de la Journée mondiale de l’environnement grâce aux récits Instagram d’Environnement et Changement climatique Canada!,['#JMECan'],Environmental,11,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
3,460123390028_10158786948280029,2017-06-01 16:14:24,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158786948280029/,"C'est le #JourDuVéloAuCanada! Marchez ou roulez à vélo! Ces solutions simples réduiront la pollution de l'air, amélioreront la santé de la population et feront économiser de l'argent. http://ow.ly/Ac3X30ceRwe","C'est le éloAuCanada! Marchez ou roulez à vélo! Ces solutions simples réduiront la pollution de l'air, amélioreront la santé de la population et feront économiser de l'argent.",['#JourDuV'],Environmental,8,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
4,460123390028_10158895243810029,2017-06-21 13:43:49,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158895243810029/?type=3,"Le pollueur paye! À Environnement et Changement climatique Canada, nous veillons à ce que les amendes pour infractions environnementales soient remises à des projets ayant des effets positifs pour l’environnement dans les régions où les dommages se sont produits.

Grâce au Fonds pour dommages à l’environnement, cet argent sera maintenant versé à des projets de restauration dans les régions du Québec et du Labrador, parce qu’une entreprise du Québec a été reconnue coupable en vertu de la Loi sur les pêches. 

Si votre projet environnemental a besoin d’un coup de pouce financier, visitez la page Web du Fonds pour dommages à l’environnement pour savoir si des fonds sont disponibles dans votre région. http://ow.ly/1d3330cMIg9","Le pollueur paye! À Environnement et Changement climatique Canada, nous veillons à ce que les amendes pour infractions environnementales soient remises à des projets ayant des effets positifs pour l’environnement dans les régions où les dommages se sont produits. Grâce au Fonds pour dommages à l’environnement, cet argent sera maintenant versé à des projets de restauration dans les régions du Québec et du Labrador, parce qu’une entreprise du Québec a été reconnue coupable en vertu de la Loi sur les pêches. Si votre projet environnemental a besoin d’un coup de pouce financier, visitez la page Web du Fonds pour dommages à l’environnement pour savoir si des fonds sont disponibles dans votre région. 9",[],Environmental,8,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
5,460123390028_10158861819850029,2017-06-15 11:35:07,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158861819850029/?type=3,"Visitez la réserve nationale de faune du Cap Tourmente pour faire de la randonnée et de la géocachette ou pour observer la faune, faire de la photographie ou participer à un des divers programmes interactifs offerts selon la saison. #Canada150 http://ow.ly/twTY30cCp98 Office du tourisme de Québec","Visitez la réserve nationale de faune du Cap Tourmente pour faire de la randonnée et de la géocachette ou pour observer la faune, faire de la photographie ou participer à un des divers programmes interactifs offerts selon la saison. 98 Office du tourisme de Québec",['#Canada150'],Environmental,8,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
6,460123390028_10158856401285029,2017-06-14 11:15:12,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158856401285029/?type=3,"Silke du Service canadien de la faune à Environnement et Changement climatique Canada dirige le suivi, l’évaluation et le rétablissement des espèces, incluant les oiseaux migrateurs. #SNFP2017 #ServCDNs http://ow.ly/menJ30cAp8M","Silke du Service canadien de la faune à Environnement et Changement climatique Canada dirige le suivi, l’évaluation et le rétablissement des espèces, incluant les oiseaux migrateurs.","['#SNFP2017', '#ServCDNs']",Environmental,8,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
7,460123390028_10158861721075029,2017-06-15 11:10:09,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158861721075029/?type=3,"La réserve nationale de faune du Cap-Tourmente offre des paysages contrastés qui sont formés par la rencontre du fleuve Saint-Laurent, des grands marais côtiers, des plaines et des montagnes. La réserve abrite plus de 180 espèces d'oiseaux, 30 espèces de mammifères, 22 types de peuplements forestiers et 700 espèces de plantes. Beaucoup de ces espèces sont en péril, y compris le Faucon pèlerin, le Goglu des prés et le noyer cendré. #Canada150 http://ow.ly/kn4f30cCnRh","La réserve nationale de faune du Cap-Tourmente offre des paysages contrastés qui sont formés par la rencontre du fleuve Saint-Laurent, des grands marais côtiers, des plaines et des montagnes. La réserve abrite plus de espèces d'oiseaux, espèces de mammifères, types de peuplements forestiers et espèces de plantes. Beaucoup de ces espèces sont en péril, y compris le Faucon pèlerin, le Goglu des prés et le noyer cendré.",['#Canada150'],Environmental,7,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
8,460123390028_10158802658505029,2017-06-04 17:12:32,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158802658505029/?type=3,"Les festivités de la Journée mondiale de l’environnement sont officiellement commencées au Canada! Les gagnants du Grand concours vidéo canadien sont prêts à célébrer! Et vous, comment allez-vous célébrer? #JournéeMondialeDelEnvironnement","Les festivités de la Journée mondiale de l’environnement sont officiellement commencées au Canada! Les gagnants du Grand concours vidéo canadien sont prêts à célébrer! Et vous, comment allez-vous célébrer? éeMondialeDelEnvironnement",['#Journ'],Economical,7,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
9,460123390028_10158823738705029,2017-06-08 10:35:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158823738705029/,"Nous sommes fiers, en cette #JournéeMondialeOcéans, de désigner la toute nouvelle zone de protection marine au large de la Nouvelle-Écosse. La zone de protection marine du banc de Sainte-Anne permettra d’assurer, de façon importante, la protection d’un grand nombre d’habitats et d’espèces uniques, y compris la Tortue luth en voie de disparition. 🐢 http://ow.ly/DFk630cqHH7","Nous sommes fiers, en cette éeMondialeOcéans, de désigner la toute nouvelle zone de protection marine au large de la Nouvelle-Écosse. La zone de protection marine du banc de Sainte-Anne permettra d’assurer, de façon importante, la protection d’un grand nombre d’habitats et d’espèces uniques, y compris la Tortue luth en voie de disparition.",['#Journ'],Economical,7,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
10,460123390028_10158829654220029,2017-06-09 12:41:59,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158829654220029/,"La participation du public et des Autochtones aux évaluations environnementales fédérales est essentielle. Pour savoir comment participer, visionnez cette vidéo :","La participation du public et des Autochtones aux évaluations environnementales fédérales est essentielle. Pour savoir comment participer, visionnez cette vidéo :",[],Social,6,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
11,460123390028_10158877433105029,2017-06-18 10:35:05,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158877433105029/?type=3,"Fait ou fiction? Il est tout à fait sécuritaire d’administrer la RCR à une victime de la foudre – L’électricité ne s’accumule pas dans le corps.

C’est un fait!  Une personne frappée par la foudre ne porte aucune charge électrique et peut donc être touchée sans risque. Cependant, une personne blessée peut souffrir de brûlures ou avoir reçu un choc et devrait recevoir des soins médicaux le plus rapidement possible. Si une personne a reçu un choc électrique, vous devez appeler les services d’urgence immédiatement et, si elle ne respire plus, vous devez pratiquer la respiration artificielle ou la réanimation cardio-respiratoire. http://ow.ly/sPEH30cG8ET","Fait ou fiction? Il est tout à fait sécuritaire d’administrer la RCR à une victime de la foudre – L’électricité ne s’accumule pas dans le corps. C’est un fait! Une personne frappée par la foudre ne porte aucune charge électrique et peut donc être touchée sans risque. Cependant, une personne blessée peut souffrir de brûlures ou avoir reçu un choc et devrait recevoir des soins médicaux le plus rapidement possible. Si une personne a reçu un choc électrique, vous devez appeler les services d’urgence immédiatement et, si elle ne respire plus, vous devez pratiquer la respiration artificielle ou la réanimation cardio-respiratoire.",[],Environmental,6,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
12,460123390028_10158857376360029,2017-06-14 15:30:43,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158857376360029/,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré des dirigeants d’entreprise importants du Vatican pour discuter de leadership mondial en matière de #ChangementsClimatiques. Elle a eu l’honneur de rencontrer le pape François dans le cadre d’une messe papale, décrivant le leadership du pape en matière de changements climatiques comme une source d’inspiration. Le Canada continuera de soutenir fermement l’#AccordDeParis et d’encourager tous les pays à redoubler d’ardeur et à prendre des actions globales pour combattre les changements climatiques.","La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a rencontré des dirigeants d’entreprise importants du Vatican pour discuter de leadership mondial en matière de . Elle a eu l’honneur de rencontrer le pape François dans le cadre d’une messe papale, décrivant le leadership du pape en matière de changements climatiques comme une source d’inspiration. Le Canada continuera de soutenir fermement l’ et d’encourager tous les pays à redoubler d’ardeur et à prendre des actions globales pour combattre les changements climatiques.","['#ChangementsClimatiques', '#AccordDeParis']",Environmental,6,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
13,460123390028_10158824608545029,2017-06-08 13:25:04,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158824608545029/?type=3,Du 3 au 11 juin est la Semaine du Saint-Laurent. Apprenez-en plus sur ce que nous faisons pour le protéger : http://ow.ly/onb730cr1Sy #SemaineEnviro,Du au juin est la Semaine du Saint-Laurent. Apprenez-en plus sur ce que nous faisons pour le protéger :,['#SemaineEnviro'],Social,6,0.0,fr,EnvironnementetressourcesnaturellesauCanada_facebook
