,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
0,137563459593611_1389636671052944,2016-07-08 08:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1389636671052944/?type=3,"Happy Friday Follower Photo!!!
This amazing shot of Banff National Park comes to us from Glenn T. Did you know that Banff is Canada's first official national park?

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot of Banff National Park comes to us from Glenn T. Did you know that Banff is Canada's first official national park? Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],Environmental,3323,0.17684426229508196,en,ParksCanada_facebook
1,137563459593611_1384948318188446,2016-07-04 06:05:00,https://www.facebook.com/ParksCanada/videos/1384948318188446/,"Get up close and personal with #Montreal #jazz legend Oliver Jones as he recounts his childhood memories at the Lachine Canal!  
 
Watch the full #video here: https://youtu.be/rUIIMIXKkPc",Get up close and personal with legend Oliver Jones as he recounts his childhood memories at the Lachine Canal! Watch the full here: c,"['#Montreal', '#jazz', '#video']",Environmental,2868,0.2449655202821869,en,ParksCanada_facebook
2,137563459593611_1388278511188760,2016-07-06 09:33:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1388278511188760/?type=3,"Canada's largest national park, Wood Buffalo National Park, boasts the largest beaver dam in THE WORLD! Average beaver dams in Canada are 10 to 100 metres long. This one spans about 850 metres, an animal-made structure so large it is visible from space! http://ow.ly/Rbhp301W6vo #WildlifeWednesday","Canada's largest national park, Wood Buffalo National Park, boasts the largest beaver dam in THE WORLD! Average beaver dams in Canada are to metres long. This one spans about metres, an animal-made structure so large it is visible from space!",['#WildlifeWednesday'],Environmental,2290,0.1452254126082251,en,ParksCanada_facebook
3,137563459593611_1390677584282186,2016-07-09 06:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1390677584282186/?type=3,"Happy Nunavut Day! Nunavut means 'our land' in Inuktitut and is the largest territory in Canada. Discover five national parks and one historic site with Parks Canada Nunavut!

Photo taken in Auyuittuq National Park. http://ow.ly/iPHv3023Vm0",Happy Nunavut Day! Nunavut means 'our land' in Inuktitut and is the largest territory in Canada. Discover five national parks and one historic site with Parks Canada Nunavut! Photo taken in Auyuittuq National Park. 0,[],Environmental,2035,0.34697617027580263,en,ParksCanada_facebook
4,137563459593611_1405290439487567,2016-07-28 13:44:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1405290439487567/?type=3,"We think ""Living the dream"" is an appropriate caption for this #ThrowbackThursday photo...

Photo taken in Banff National Park, 1955. Credit: Library and Archives Canada.","We think ""Living the dream"" is an appropriate caption for this photo... Photo taken in Banff National Park, . Credit: Library and Archives Canada.",['#ThrowbackThursday'],Social,1647,0.1773741883116883,en,ParksCanada_facebook
5,137563459593611_1406679629348648,2016-07-29 08:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1406679629348648/?type=3,"Happy Friday Follower Photo!!!
This amazing shot comes to us from Sean T. (www.seantilden.com) who captioned it: ""In the sea at Kejimkujik National Park Seaside, an amazing place on the coast, beautiful views, clear waters, seabirds and seals!""
Kejimkujik National Park and National Historic Site

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot comes to us from Sean T. () who captioned it: ""In the sea at Kejimkujik National Park Seaside, an amazing place on the coast, beautiful views, clear waters, seabirds and seals!"" Kejimkujik National Park and National Historic Site Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],Environmental,1487,0.2540164418348861,en,ParksCanada_facebook
6,137563459593611_1378498072166804,2016-07-23 15:20:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1378498072166804/?type=3,Want to win a trip to a #ParksCanada place of your choice? Enter Leclerc's Celebrate The Great Outdoors contest today! http://ow.ly/w1qp300wSpA #LeclercContest #TimeToConnect,Want to win a trip to a place of your choice? Enter Leclerc's Celebrate The Great Outdoors contest today!,"['#ParksCanada', '#LeclercContest', '#TimeToConnect']",Environmental,1132,0.28292297979797976,en,ParksCanada_facebook
7,137563459593611_1388268704523074,2016-07-05 08:10:41,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1388268704523074/?type=3,"#DidYouKnow that Glacier National Park’s Mount Macdonald, popular with hikers, skiers and climbers, was named in honour of Sir John A. Macdonald?

Visit the online exhibit 'Macdonald and Cartier: Architects of Modern Canada' to learn more about this Father of Confederation, and Canada's first Prime Minister. http://ow.ly/QNVy301UPDB #HistoryWeek2016  
Mount Revelstoke and Glacier national parks

©Parks Canada / J. Bolingbroke","that Glacier National Park’s Mount Macdonald, popular with hikers, skiers and climbers, was named in honour of Sir John A. Macdonald? Visit the online exhibit 'Macdonald and Cartier: Architects of Modern Canada' to learn more about this Father of Confederation, and Canada's first Prime Minister. Mount Revelstoke and Glacier national parks ©Parks Canada / J. Bolingbroke","['#DidYouKnow', '#HistoryWeek2016']",Environmental,1041,0.15526960784313726,en,ParksCanada_facebook
8,137563459593611_1395297993820145,2016-07-16 05:55:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1395297993820145/?type=3,"Happy Canada’s Parks Day!! Celebrate in your favorite national park, and share your photos with us! Where are you celebrating?

Photo taken in Pacific Rim National Park Reserve.","Happy Canada’s Parks Day!! Celebrate in your favorite national park, and share your photos with us! Where are you celebrating? Photo taken in Pacific Rim National Park Reserve.",[],Environmental,938,0.32511669799498744,en,ParksCanada_facebook
9,137563459593611_1395199107163367,2016-07-17 06:13:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1395199107163367/?type=3,Gros Morne National Park wasn’t named a UNESCO World Heritage site just for its breathtaking beauty. What makes this site remarkable is its geology! This national park is considered a textbook illustration of plate tectonics. Be sure to visit the Gros Morne Discovery Centre to learn why this place rocks! http://ow.ly/caru302eXGf,Gros Morne National Park wasn’t named a UNESCO World Heritage site just for its breathtaking beauty. What makes this site remarkable is its geology! This national park is considered a textbook illustration of plate tectonics. Be sure to visit the Gros Morne Discovery Centre to learn why this place rocks!,[],Environmental,898,0.3430451388888889,en,ParksCanada_facebook
