,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
0,2017-10-28_15-39-25,2017-10-28 15:39:25,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a70325f4acfb2eba13bb2381764cc462/5AF72BFF/t51.2885-15/e35/22794514_296598797504733_5953160006122602496_n.jpg,The wandering coastal pathways of Gros Morne National Park are calling your name... : .....,wandering coastal pathways Gros Morne National Park calling name cjonesphoto GrosMorne GrosMorneNP NL Newfoundland coastal Liveyouradventure Instatravel Vacation TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy eastcoast,"[""grosmorne"",""grosmornenp"",""nl"",""newfoundland"",""coastal"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy"",""eastcoast""]",Environmental,5411,0.2472395833333333,en,parks.canada_instagram
1,2017-10-24_17-41-27,2017-10-24 17:41:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/55c35a69aff9eb084f9d28b7b773845e/5AE07A91/t51.2885-15/e35/22794387_171237773456393_4516856890038157312_n.jpg,The vibrant colours of La Mauricie National Park are unparalleled! Plan your fall adventure today. : .....,vibrant colours La Mauricie National Park unparalleled Plan fall adventure today MauricieNP mauricie parkscanada natureaddicts exploreeverything explorecanada explorequebec landscape wildernessculture enjoycanada findyourselfoutside outbackcollective freshairandfreedom exploreQuebec Canada150 quebec,"[""mauricienp"",""mauricie"",""parkscanada"",""natureaddicts"",""exploreeverything"",""landscape_capture"",""instanature_canada"",""instanature_canada"",""explorecanada"",""explorequebec"",""landscape"",""wildernessculture"",""enjoycanada"",""findyourselfoutside"",""outbackcollective"",""freshairandfreedom"",""explorequebec"",""canada150"",""quebec""]",Environmental,5297,0.318939393939394,en,parks.canada_instagram
2,2017-10-29_16-01-56,2017-10-29 16:01:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e0fe8f008a40a0e76a747c6d07d29e0/5AEECB2B/t51.2885-15/e35/22858286_2036799996564913_715675202305916928_n.jpg,"Take a hike at Terra Nova National Park! There are more than km of hiking trails, ranging from half-hour strolls to strenuous multi-day hikes. The perfect fall hike awaits!: .....",Take hike Terra Nova National Park 80 km hiking trails ranging half hour strolls strenuous multi day hikes perfect fall hike awaits voltchu canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 TerraNova TerraNovaNP Newfoundland EastCoast,"[""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""terranova"",""terranovanp"",""newfoundland"",""eastcoast""]",Environmental,4818,0.3663800705467372,en,parks.canada_instagram
3,2017-10-03_16-25-33,2017-10-03 16:25:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/73559c513eb3d5656f58e7d1f0581f02/5AD87C91/t51.2885-15/e35/22221131_136203320454813_15222622522441728_n.jpg,"Covering ,980 square kilometres of mountains and glaciers, Kluane National Park and Reserve is one of Canada’s largest national parks. Did you know local companies offer flightseeing, so you can see the Arctic beauty from above? : .....",Covering 21 980 square kilometres mountains glaciers Kluane National Park Reserve one largest national parks know local companies offer flightseeing see Arctic beauty sebmolgat exploreyukon explorecanada mountainlove wanderlust roadtrip cometomyyukon landofthemidnightsun yukon bucketlist kluane kluanenationalpark parkscanada hiking summer nationalparks canada canadian photography travelphotography adventure Canada150,"[""exploreyukon"",""explorecanada"",""mountainlove"",""wanderlust"",""roadtrip"",""cometomyyukon"",""landofthemidnightsun"",""yukon"",""bucketlist"",""kluane"",""kluanenationalpark"",""parkscanada"",""hiking"",""summer"",""nationalparks"",""canada"",""canadian"",""photography"",""travelphotography"",""adventure"",""canada150""]",Environmental,4632,0.32417763157894736,en,parks.canada_instagram
4,2017-10-14_18-47-18,2017-10-14 18:47:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/326d99cc88686b70c3f3efae101568e9/5AFD4497/t51.2885-15/e35/22429991_119809708715215_9027321627494318080_n.jpg,"With the sun peeking through the majestic mountains among the fall foliage, we can’t think of a dreamier place to elore than the beautiful Mount Revelstoke National Park! : ..... ",sun peeking majestic mountains among fall foliage think dreamier place explore beautiful Mount Revelstoke National Park nocturnalcrime mountrevelstoke mountrevelstokenp explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel rockymountain travelphotography,"[""mountrevelstoke"",""mountrevelstokenp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""rockymountain"",""travelphotography""]",Environmental,4448,0.4064764492753624,en,parks.canada_instagram
5,2017-10-16_17-08-34,2017-10-16 17:08:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/942d44e82869a4cf246e108a18dd6aeb/5AEAAFA9/t51.2885-15/e35/22500132_154449995154581_567368474041516032_n.jpg,"Planning your next adventure? With the world’s highest tides, lush forests, and rich Atlantic culture, Fundy National Park is a destination worth eloring! : .....",Planning next adventure highest tides lush forests rich Atlantic culture Fundy National Park destination worth exploring FundyNP Fundy NewBrunswick NB wanderlust waterfalls nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago ilovetravel getoutside travel traveller travelphotography view vacation adventure roadtrip Canada150 ParksCanada,"[""fundynp"",""fundy"",""newbrunswick"",""nb"",""wanderlust"",""waterfalls"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography"",""view"",""vacation"",""adventure"",""roadtrip"",""canada150"",""parkscanada""]",Environmental,4300,0.3894047619047619,en,parks.canada_instagram
6,2017-10-10_16-46-40,2017-10-10 16:46:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d781c00cc3768f3434c77585b707c75/5AEB2CCC/t51.2885-15/e35/22352116_1970977609809777_5022494026767532032_n.jpg,"Beautiful fall foliage, serene lakeside views, and so much history… who wouldn’t want to spend their weekend at Kejimkujik National Park! ️ : ..... ",Beautiful fall foliage serene lakeside views much want spend weekend Kejimkujik National Park kellyt1313 Keji KejimkujikNP Atlantic AtlanticCanada eastcoast maritime canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip sunset view beautiful getoutside fall,"[""keji"",""kejimkujiknp"",""atlantic"",""atlanticcanada"",""eastcoast"",""maritime"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""sunset"",""view"",""beautiful"",""getoutside"",""fall""]",Environmental,4290,0.3926879320276498,en,parks.canada_instagram
7,2017-10-23_17-15-41,2017-10-23 17:15:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5fb255e21f0cf92fd402d5dd7d0d9ab7/5AE5FE7A/t51.2885-15/e35/22710345_761851147334540_1600927065056477184_n.jpg,"Pumpkin spice, and everything nice! How many gorgeous fall colours can you count in this stunning photo of the Rideau Canal National Historic Site? If you’re a fall-chaser, this site is a must!: ",Pumpkin spice everything nice many gorgeous fall colours count stunning photo Rideau Canal National Historic Site fall chaser site must charliebear1611 canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 RideauCanal JonesFalls Rideau RideaCanalNHS Ontario fall,"[""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""rideaucanal"",""jonesfalls"",""rideau"",""rideacanalnhs"",""ontario"",""fall""]",Environmental,4279,0.3803571428571429,en,parks.canada_instagram
8,2017-10-12_16-40-58,2017-10-12 16:40:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfd0fec4cefb55556ac4b87e789463fe/5AE4EB51/t51.2885-15/e35/22500060_117788382311819_6961463424932904960_n.jpg,"The cultural heart of Glacier National Park – delve into Canada’s rich history among the abandoned railways, and mountain views here at the beautiful Rogers Pass National Historic Site! : ..... ",cultural heart Glacier National Park delve rich history among abandoned railways mountain views beautiful Rogers Pass National Historic Site jorunswild glacier glaciernationalpark glaciernp explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel rockymountain travelphotography,"[""glacier"",""glaciernationalpark"",""glaciernp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""rockymountain"",""travelphotography""]",Environmental,4276,0.27900462962962963,en,parks.canada_instagram
9,2017-10-21_17-46-12,2017-10-21 17:46:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/cdd3e2d1568f46be2f335c92f9e27dc5/5AEB5CB1/t51.2885-15/e35/22639569_1982089355360291_1595172702233034752_n.jpg,"Is there a more picturesque fall destination than Kejimkujik National Park and National Historic Site? If you can find one, show us with !: ",picturesque fall destination Kejimkujik National Park National Historic Site find one show us ParksCanada canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 Keji KejimkujikNP NovaScotia DiscoverNS,"[""parkscanada"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""keji"",""kejimkujiknp"",""novascotia"",""discoverns""]",Environmental,4231,0.4492476851851852,en,parks.canada_instagram
